aah	a·h
jumbled	ju·hmbu·hld
jumble	ju·hmbu·hl
jumbles	ju·hmbu·hlz
jumbling	ju·hmbli·ng
jumbo	ju·hmbo·h
jumbos	ju·hmbo·hz
jumbuck	ju·hmbu·hk
jump	ju·hmp
jumped	ju·hmpt
jumper	ju·hmpu·h
jumpers	ju·hmpu·hz
jumpier	ju·hmpiu·h
jumpiness	ju·hmpi·nu·hs
jumping	ju·hmpi·ng
jumps	ju·hmps
jumpsuit	ju·hmpsoo·t
jumpsuits	ju·hmpsoo·ts
jumpy	ju·hmpi
junction	ju·hngkshn
junctions	ju·hngkshnz
juncture	ju·hngkchu·h
junctures	ju·hngkchu·hz
jun	ju·hn
jungle	ju·hnggu·hl
jungles	ju·hnggu·hlz
jungliest	ju·hnggliu·hst
jungly	ju·hngli
junior	joo·nyu·h
juniors	joo·nyu·hz
juniper	joo·ni·pu·h
junipers	joo·ni·pu·hz
junk	ju·hngk
junked	ju·hngkt
junkers	ju·hngku·hz
junket	ju·hngki·t
junkets	ju·hngki·ts
junkie	ju·hngki
junkies	ju·hngki·z
junking	ju·hngki·ng
junks	ju·hngks
junkyard	ju·hngkya·hd
junky	ju·hngki
junta	ju·hntu·h
juntas	ju·hntu·hz
junto	ju·hntow
jura	jya·wːru·h
jurat	jyu·ra·t
juries	ja·wːri·z
jurisdictional	ja·wːri·sdi·kshnu·hl
jurisdiction	ja·wːri·sdi·kshn
jurisdictions	ja·wːri·sdi·kshnz
jurisprudence	ja·wːri·sproo·du·hns
jurist	ja·wːri·st
jurists	ja·wːri·sts
juror	jyu·ru·h
jurors	jyu·ru·hz
jury	ja·wːri
jurymen	ja·wːri·me·n
just	ju·hst
juster	ju·hstu·h
justice	ju·hsti·s
justices	ju·hsti·si·z
justiciar	ju·hsti·she·r
justifiable	ju·hsti·faiu·hbu·hl
justifiably	ju·hsti·faiu·hbli
justification	ju·hsti·fi·ke·yshn
justifications	ju·hsti·fi·ke·yshnz
justified	ju·hsti·fai·d
justifies	ju·hsti·fai·z
justify	ju·hsti·fai
justifying	ju·hsti·faii·ng
justly	ju·hstli
justness	ju·hstnu·hs
jut	ju·ht
jute	joo·t
juts	ju·hts
jutted	ju·hti·d
jutting	ju·hti·ng
jutty	ju·hti
juvenal	joo·vIynu·hl
juvenile	joo·vu·hnai·l
juveniles	joo·vu·hnai·lz
juvenilia	joo·vu·hni·liu·h
juxtaposed	ju·hkstu·hpo·hzd
juxtapose	ju·hkstu·hpo·hz
juxtaposes	ju·hkstu·hpo·hzi·z
juxtaposing	ju·hkstu·hpo·hzi·ng
juxtaposition	ju·hkstu·hpu·hzi·shn
juxtapositions	ju·hkstu·hpu·hzi·shnz
kabbalah	ka·ba·lu·h
kab	ka·b
kaboom	ka·boo·m
kabuki	ka·boo·ki
kaddish	ka·di·sh
kadi	ka·di
kafir	ka·fiu·h
kaftan	ka·hftu·hn
kaftans	ka·hftu·hnz
kahuna	ka·hoo·nu·h
kail	kai·l
kailyard	kai·lya·hd
kain	kai·n
kaiser	kai·zu·h
kaisers	kai·zu·hz
ka	ka·h
kaka	ka·hku·h
kakapo	ka·ka·hpo·h
kaki	ka·ki
kaleidoscope	ku·hlai·du·hsko·hp
kaleidoscopes	ku·hlai·du·hsko·hps
kaleidoscopically	ku·hlai·du·hskɒpi·kli
kaleidoscopic	ku·hlai·du·hskɒpi·k
kale	ke·yl
kalian	ke·yliu·hn
kalif	ka·li·f
kali	ka·hli
kalmia	ka·lmiu·h
kamikaze	ka·mi·ka·hzi
kamikazes	ka·mi·ke·yzi·z
kami	ka·hmi
kampong	ka·mpɒng
kana	ka·hnu·h
kangaroo	ka·nggu·hroo
kangaroos	ka·nggu·hroo·z
kanji	ka·nji
kaolin	ke·yu·hli·n
kaon	ke·yɒn
kapok	ka·pɒk
kappa	ka·pu·h
kaput	ku·hpu·t
karaoke	ka·rio·hki
karate	ku·hra·hti
karat	ka·ra·t
karma	ka·hmu·h
karmically	ka·hmi·kli
karmic	ka·hmi·k
karst	ka·hst
kart	ka·ht
karts	ka·hts
kasha	ka·shu·h
kashmir	ka·shmiu·h
katabatic	ka·tu·hba·ti·k
katakana	ka·tu·hka·hnu·h
kat	ka·t
katydid	ka·ti·di·d
kauri	ka·wːri
kava	ka·hvu·h
kayaked	kaia·kt
kayaker	ke·ye·yku·h
kayaking	kaia·ki·ng
kayak	kaia·k
kayaks	kaia·ks
kazoo	ku·hzoo
kazoos	ku·hzoo·z
kb	ke·ybIy
kc	ke·ysIy
kea	kIy
keas	kIyz
kebab	ku·hba·b
kebabs	ku·hba·bz
keck	ke·k
kedge	ke·j
kedgeree	ke·jrIy
keek	kIyk
keeled	kIyld
keelhauled	kIylha·wːld
keelhauling	kIylha·wːli·ng
keeling	kIyli·ng
keel	kIyl
keels	kIylz
keener	kIynu·h
keenest	kIynu·hst
keening	kIyni·ng
keen	kIyn
keenly	kIynli
keenness	kIynnu·hs
keens	kIynz
keeper	kIypu·h
keepers	kIypu·hz
keeping	kIypi·ng
keep	kIyp
keepsake	kIypse·yk
keepsakes	kIypse·yks
keeps	kIyps
kef	ke·f
keg	ke·g
kegs	ke·gz
keister	kai·stu·h
kelly	ke·li
kelpie	ke·lpai
kelp	ke·lp
kelson	ke·lsu·hn
kelt	ke·lt
kelvin	ke·lvi·n
kelvins	ke·lvi·nz
kendo	ke·ndo·h
ken	ke·n
kennel	ke·nu·hl
kennelling	ke·nu·hli·ng
kennels	ke·nu·hlz
kenning	ke·ni·ng
keno	kIyno·h
kens	ke·nz
kente	ke·nt
kent	ke·nt
kepi	ke·pi
kep	ke·p
kept	ke·pt
keratin	ke·ru·hti·n
keratitis	ke·ru·htai·ti·s
keratosis	ke·ru·htowsi·s
kerbing	kɜːbi·ng
kerb	kɜːb
kerbside	kɜːbsai·d
kerbs	kɜːbz
kerbstone	kɜːbstown
kerbstones	kɜːbstownz
kerchief	kɜːchIyf
kerfuffle	kɜːfu·hfu·hl
kerfuffles	kɜːfu·hfu·hlz
kernel	kɜːnu·hl
kernels	kɜːnu·hlz
kern	kɜːn
kerosene	ke·ru·hsIyn
kerosine	ke·ru·hsai·n
kerplunk	kɜːplu·hngk
kersey	kɜːsi
kestrel	ke·stru·hl
kestrels	ke·stru·hlz
ketches	ke·chi·z
ketch	ke·ch
ketchup	ke·chu·hp
ketone	ke·town
ketones	ke·townz
kettledrums	ke·tu·hldru·hmz
kettle	ke·tu·hl
kettles	ke·tu·hlz
keyboardist	kIyba·wːdi·st
keyboard	kIyba·wːd
keyboards	kIyba·wːdz
keycard	kIyka·hd
keyed	kIyd
keyhole	kIyho·hl
keyholes	kIyho·hlz
keying	kIyi·ng
key	kIy
keynote	kIyno·ht
keynotes	kIyno·hts
keypad	kIypa·d
keypads	kIypa·dz
keyring	kIyri·ng
keys	kIyz
keystone	kIystown
keystones	kIystownz
keystroke	kIystro·hk
keystrokes	kIystro·hks
keyword	kIywɜːd
keywords	kIywɜːdz
khaki	ka·hki
khakis	ka·hki·z
khan	ka·hn
khans	ka·hnz
khat	ka·ht
khedive	ke·di·v
kibbled	ki·bu·hld
kibble	ki·bu·hl
kibbles	ki·bu·hlz
kibbling	ki·bli·ng
kibbutz	ki·bu·hts
kiblah	ki·blu·h
kibosh	ki·bɒsh
kickback	ki·kba·k
kickbacks	ki·kba·ks
kickball	ki·kba·wːl
kickboxing	ki·kbɒksi·ng
kicked	ki·kt
kicker	ki·ku·h
kickers	ki·ku·hz
kicking	ki·ki·ng
kick	ki·k
kickoff	ki·kɒf
kickoffs	ki·kɒfs
kicks	ki·ks
kickstand	ki·ksta·nd
kickstart	ki·ksta·ht
kicky	ki·ki
kidded	ki·di·d
kidder	ki·du·h
kidders	ki·du·hz
kiddie	ki·di
kiddies	ki·di·z
kidding	ki·di·ng
kiddo	ki·do·h
kiddos	ki·do·hz
kiddy	ki·di
kid	ki·d
kidnap	ki·dna·p
kidnapped	ki·dna·pt
kidnapper	ki·dna·pu·h
kidnappers	ki·dna·pu·hz
kidnapping	ki·dna·pi·ng
kidnappings	ki·dna·pi·ngz
kidnaps	ki·dna·ps
kidney	ki·dni
kidneys	ki·dni·z
kids	ki·dz
kielbasa	kIylba·hsu·h
kier	kiu·h
kieselguhr	kIysi·lgoou·h
kif	ki·f
ki	kai
kike	kai·k
kikes	kai·ks
killed	ki·ld
killer	ki·lu·h
killers	ki·lu·hz
killick	ki·li·k
killing	ki·li·ng
killings	ki·li·ngz
killjoy	ki·ljo·y
killjoys	ki·ljo·yz
kill	ki·l
kills	ki·lz
kilning	ki·lni·ng
kiln	ki·ln
kilns	ki·lnz
kilobits	ki·lu·hbi·ts
kilobyte	ki·lu·hbai·t
kilobytes	ki·lu·hbai·ts
kilocalories	ki·lu·hka·lu·hri·z
kilogram	ki·lu·hgra·m
kilograms	ki·lu·hgra·mz
kilohertz	ki·lu·hhɜːts
kilojoules	ki·lu·hjoo·lz
kilo	kIylo·h
kilometer	ki·lɒmi·tu·h
kilometers	ki·lɒmi·tu·hz
kilometre	ki·lu·hmIytu·h
kilometres	ki·lu·hmIytu·hz
kilos	kIylo·hz
kiloton	ki·lu·htu·hn
kilotons	ki·lu·htu·hnz
kilovolt	ki·lu·hvo·hlt
kilovolts	ki·lu·hvo·hlts
kilowatt	ki·lu·hwɒt
kilowatts	ki·lu·hwɒts
kilted	ki·lti·d
kilter	ki·ltu·h
kilt	ki·lt
kilts	ki·lts
kimberlite	ki·mbu·hlai·t
kimono	ki·mo·hno·h
kimonos	ki·mo·hno·hz
kinaesthetic	ki·nIysthe·ti·k
kinase	ki·ne·ys
kinda	kai·ndu·h
kindergartener	ki·ndu·hga·htIynu·h
kindergarteners	ki·ndu·hga·htu·hnu·hz
kindergarten	ki·ndu·hga·htu·hn
kindergartens	ki·ndu·hga·htu·hnz
kinder	kai·ndu·h
kindest	kai·ndu·hst
kind	kai·nd
kindled	ki·ndu·hld
kindle	ki·ndu·hl
kindles	ki·ndu·hlz
kindless	kai·ndlu·hs
kindliness	kai·ndli·nu·hs
kindling	ki·ndli·ng
kindly	kai·ndli
kindnesses	kai·ndnu·hsi·z
kindness	kai·ndnu·hs
kindred	ki·ndru·hd
kinds	kai·ndz
kine	kai·n
kinematic	kai·nma·ti·k
kinematograph	kai·nmu·htɒgra·f
kinetic	ki·ne·ti·k
kinetics	ki·ne·ti·ks
kinfolk	ki·nfo·hk
kingcup	ki·ngku·hp
kingdom	ki·ngdu·hm
kingdoms	ki·ngdu·hmz
kingfisher	ki·ngfi·shu·h
kingfishers	ki·ngfi·shu·hz
kingfish	ki·ngfi·sh
king	ki·ng
kingliness	ki·ngli·nu·hs
kingly	ki·ngli
kingmaker	ki·ngme·yku·h
kingmakers	ki·ngme·yku·hz
kingpin	ki·ngpi·n
kingpins	ki·ngpi·nz
kingship	ki·ngshi·p
kings	ki·ngz
kingwood	ki·ngwu·d
kinkajou	ki·ngku·hjoo
kinkajous	ki·ngka·ju·hs
kinked	ki·ngkt
kinkier	ki·ngkiu·h
kinkiness	ki·ngki·nu·hs
kinking	ki·ngki·ng
kink	ki·ngk
kin	ki·n
kinks	ki·ngks
kinky	ki·ngki
kino	kIyno·h
kinsfolk	ki·nsfo·hk
kinship	ki·nshi·p
kinsman	ki·nzmu·hn
kinsmen	ki·nzme·n
kinswoman	ki·nswu·mu·hn
kiosk	kIyɒsk
kiosks	kIyɒsks
kip	ki·p
kipped	ki·pt
kippered	ki·pu·hd
kippering	ki·pu·hri·ng
kipper	ki·pu·h
kippers	ki·pu·hz
kipping	ki·pi·ng
kips	ki·ps
kirkman	kɜːkmu·hn
kirsch	kɜːsh
kirtle	kɜːtu·hl
kish	ki·sh
kismet	ki·smi·t
kissable	ki·su·hbu·hl
kissed	ki·st
kisser	ki·su·h
kissers	ki·su·hz
kisses	ki·si·z
kissing	ki·si·ng
kiss	ki·s
kissogram	ki·su·hgra·m
kist	ki·st
kitbag	ki·tba·g
kitbags	ki·tba·gz
kitchener	ki·chu·hnu·h
kitchenette	ki·chu·hne·t
kitchen	ki·chu·hn
kitchens	ki·chu·hnz
kitchenware	ki·chu·hnweu·h
kited	kai·ti·d
kite	kai·t
kites	kai·ts
kith	ki·th
kiting	kai·ti·ng
kit	ki·t
kitsch	ki·ch
kitschy	ki·chi
kits	ki·ts
kitted	ki·ti·d
kittenish	ki·tu·hni·sh
kitten	ki·tu·hn
kittens	ki·tu·hnz
kitties	ki·ti·z
kitting	ki·ti·ng
kittiwake	ki·ti·we·yk
kittiwakes	ki·ti·we·yks
kitty	ki·ti
kiva	kIyvu·h
kiwifruit	ki·wi·froo·t
kiwi	kIywIy
kiwis	kIywIyz
k	ke·y
klaxon	kla·ksu·hn
klaxons	kla·ksu·hnz
kleptomaniac	kle·ptu·hme·ynia·k
kleptomania	kle·ptu·hme·yniu·h
klutzes	klu·htsi·z
klutz	klu·hts
klutzy	klu·htsi
knackered	na·ku·hd
knackering	na·ku·hri·ng
knacker	na·ku·h
knackers	na·ku·hz
knack	na·k
knacks	na·ks
knap	na·p
knapped	na·pt
knapping	na·pi·ng
knapsack	na·psa·k
knapsacks	na·psa·ks
knapweed	na·pwIyd
knave	ne·yv
knavery	ne·yvu·hri
knaves	ne·yvz
knavish	ne·yvi·sh
kneaded	nIydi·d
kneader	nIydu·h
kneading	nIydi·ng
knead	nIyd
kneads	nIydz
kneecap	nIyka·p
kneecapped	nIyka·pt
kneecapping	nIyka·pi·ng
kneecaps	nIyka·ps
kneed	nIyd
kneehole	nIyho·hl
kneeing	nIyi·ng
kneeled	nIyld
kneeling	nIyli·ng
kneel	nIyl
kneels	nIylz
knee	nIy
knees	nIyz
knell	ne·l
knelt	ne·lt
knew	nyoo
knickerbocker	ni·ku·hbɒku·h
knickerbockers	ni·ku·hbɒku·hz
knicker	ni·ku·h
knickers	ni·ku·hz
knickknack	ni·kkna·k
knickknacks	ni·kkna·ks
knifed	nai·ft
knife	nai·f
knifes	nai·fs
knifing	nai·fi·ng
knighted	nai·ti·d
knighthood	nai·thHu·d
knighthoods	nai·thHu·dz
knighting	nai·ti·ng
knightly	nai·tli
knight	nai·t
knights	nai·ts
knish	ni·sh
knit	ni·t
knits	ni·ts
knitted	ni·ti·d
knitter	ni·tu·h
knitters	ni·tu·hz
knitting	ni·ti·ng
knitwear	ni·tweu·h
knives	nai·vz
knobbed	nɒbd
knobbly	nɒbli
knobby	nɒbi
knob	nɒb
knobs	nɒbz
knockabout	nɒku·hbo·wt
knockdown	nɒkdo·wn
knockdowns	nɒkdo·wnz
knocked	nɒkt
knocker	nɒku·h
knockers	nɒku·hz
knocking	nɒki·ng
knockings	nɒki·ngz
knock	nɒk
knockout	nɒko·wt
knockouts	nɒko·wts
knocks	nɒks
knockwurst	nɒkwɜːst
knoll	no·hl
knolls	no·hlz
knop	nɒp
knot	nɒt
knots	nɒts
knotted	nɒti·d
knottier	nɒtiu·h
knotting	nɒti·ng
knotty	nɒti
knotweed	nɒtwIyd
knout	no·wt
knowable	no·hu·hbu·hl
knower	no·hu·h
knowhow	no·hho·w
knowingly	no·hi·ngli
knowing	no·hi·ng
knowledgeable	nɒli·ju·hbu·hl
knowledgeably	nɒli·ju·hbli
knowledge	nɒli·j
know	no·h
known	no·hn
knows	no·hz
knuckled	nu·hku·hld
knuckleduster	nu·hkli·du·hstu·h
knuckledusters	nu·hkli·du·hstu·hz
knucklehead	nu·hku·hlhe·d
knuckleheads	nu·hkli·he·dz
knuckle	nu·hku·hl
knuckles	nu·hku·hlz
knuckling	nu·hkli·ng
knur	nɜː
koala	ko·ha·hlu·h
koalas	ko·ha·hlu·hz
koan	ko·ha·hn
kob	kɒb
kobo	ko·hbo·h
kohl	ko·hl
kohlrabi	ko·hlru·hbai
kola	ko·hlu·h
kolo	ko·hlo·h
kookaburra	koo·ku·hbu·hru·h
kookaburras	koo·ku·hbu·hru·hz
kookie	koo·ki
kookiest	koo·kiu·hst
kookiness	koo·ki·nu·hs
kook	koo·k
kooks	koo·ks
kooky	koo·ki
kopecks	ko·hpu·hks
kopeks	ko·hpu·hks
kopje	kɒpi
kop	kɒp
kor	ka·wː
korma	ka·wːmu·h
koruna	ka·wːroo·nu·h
kosher	ko·hshu·h
kos	kɒs
koto	ko·htow
kowtowed	ko·wto·wd
kowtowing	ko·wto·wi·ng
kowtow	ko·wto·w
kowtows	ko·wto·wz
kph	ke·ypIye·ych
kraft	kra·hft
krait	kre·yt
kraits	kre·yts
kraken	kre·yku·hn
kraut	kro·wt
krauts	kro·wts
kremlin	kre·mli·n
kreutzer	kryoo·tsu·h
krill	kri·l
kris	kri·s
krone	kro·hn
kroner	kro·hnu·h
krugerrand	kroo·ji·ra·nd
krypton	kri·ptu·hn
ks	ke·ye·s
kuchen	koo·chu·hn
kudo	kyoo·do·h
kudos	kyoo·do·hz
kudu	koo·doo
kudus	kyoo·du·hs
kukri	ku·hkri
kulak	kyu·la·k
kulaks	kyu·la·ks
kumquat	ku·hmkwa·t
kumquats	ku·hmkwa·ts
kuna	koo·nu·h
kurus	kyu·ru·hs
kvetch	ke·yve·ch
kwacha	kwa·chu·h
kwanza	kwa·nzu·h
kwashiorkor	kwɒshiu·hku·h
kw	ke·ydu·hbu·hlyoo
kyat	kaia·t
kyle	kai·l
kyles	kai·lz
kylix	kai·li·ks
label	le·ybu·hl
labelled	le·ybu·hld
labelling	le·ybu·hli·ng
labels	le·ybu·hlz
labia	le·ybiu·h
labial	le·ybiu·hl
lability	lu·hbi·li·ti
lab	la·b
laboratories	lu·hbɒru·htri·z
laboratory	lu·hbɒru·htri
laborious	lu·hba·wːriu·hs
laboriously	lu·hba·wːriu·hsli
labor	le·ybu·h
laboured	le·ybu·hd
labourer	le·ybɜːru·h
labourers	le·ybɜːru·hz
labouring	le·ybɜːri·ng
labour	le·ybu·h
labours	le·ybu·hz
labradorite	la·bru·hda·wːrai·t
labs	la·bz
laburnum	la·bɜːnu·hm
laburnums	la·bɜːnu·hmz
labyrinthian	la·bi·ri·nthiu·hn
labyrinthine	la·bu·hri·nthIyn
labyrinth	la·bu·hri·nth
labyrinths	la·bu·hri·nths
laced	le·yst
lace	le·ys
lacerated	la·su·hre·yti·d
lacerate	la·su·hre·yt
lacerating	la·su·hre·yti·ng
laceration	la·su·hre·yshn
lacerations	la·su·hre·yshnz
lacer	le·ysu·h
laces	le·ysi·z
lacewing	le·ysooi·ng
lacewings	le·ysooi·ngz
lacework	le·yswɜːk
lachrymal	la·kri·mu·hl
lachrymosity	la·kri·mɒsi·ti
lacing	le·ysi·ng
lacings	le·ysi·ngz
lackadaisical	la·ku·hde·yzi·ku·hl
lacked	la·kt
lackey	la·ki
lackeys	la·ki·z
lacking	la·ki·ng
lack	la·k
lacklustre	la·klu·hstu·h
lacks	la·ks
lac	la·k
laconic	la·kɒni·k
lacquered	la·ku·hd
lacquering	la·ku·hri·ng
lacquer	la·ku·h
lacquers	la·ku·hz
lacrimal	la·kri·mu·hl
lacrosse	la·krɒs
lactam	la·kta·m
lactate	la·kte·yt
lactating	la·kte·yti·ng
lactation	la·kte·yshn
lactic	la·kti·k
lactobacillus	la·ktu·hba·si·lu·hs
lactose	la·ktowz
lacuna	la·koo·nu·h
lacy	le·ysi
laddered	la·du·hd
laddering	la·du·hri·ng
ladder	la·du·h
ladders	la·du·hz
laddie	la·di
laddies	la·di·z
laddish	la·di·sh
laddishness	la·di·shnu·hs
lade	le·yd
laden	le·ydu·hn
ladies	le·ydi·z
lading	le·ydi·ng
lad	la·d
ladled	la·du·hld
ladle	le·ydu·hl
ladles	le·ydu·hlz
ladling	la·dli·ng
lads	la·dz
ladybird	le·ydi·bɜːd
ladybirds	le·ydi·bɜːdz
ladybug	le·ydi·bu·hg
ladybugs	le·ydi·bu·hgz
lady	le·ydi
ladylike	le·ydi·lai·k
ladyship	le·ydi·shi·p
ladyships	le·ydi·shi·ps
lagan	la·gu·hn
lager	la·hgu·h
lagers	la·hgu·hz
laggard	la·gu·hd
lagged	la·gd
lagger	la·gu·h
lagging	la·gi·ng
lag	la·g
lagoon	lu·hgoo·n
lagoons	lu·hgoo·nz
lags	la·gz
laid	le·yd
lain	le·yn
laird	leu·hd
lairds	leu·hdz
lair	leu·h
lairs	leu·hz
laity	le·yu·hti
lake	le·yk
laker	le·yku·h
lakeside	le·yksai·d
lakes	le·yks
lakh	la·k
la	la
lama	la·hmu·h
lamas	la·hmu·hz
lambada	la·mba·hdu·h
lambasted	la·mba·hsti·d
lambasting	la·mba·hsti·ng
lambast	la·mba·hst
lambasts	la·mba·hsts
lambda	la·mbdu·h
lambed	la·md
lambert	la·mbu·ht
lamberts	la·mbu·hts
lambing	la·mi·ng
lambkin	la·mbki·n
lamb	la·m
lambs	la·mz
lambswool	la·mbswu·l
lameness	le·ymnu·hs
lamentable	lu·hme·ntu·hbu·hl
lamentably	lu·hme·ntu·hbli
lamentation	lu·hmi·nte·yshn
lamentations	lu·hmi·nte·yshnz
lamented	lu·hme·nti·d
lamenting	lu·hme·nti·ng
lament	lu·hme·nt
laments	lu·hme·nts
lamer	le·ymu·h
lamest	le·ymu·hst
lamia	la·miu·h
lamina	la·mi·nu·h
laminar	la·mi·na·h
laminated	la·mi·ne·yti·d
laminates	la·mi·ne·yts
laminating	la·mi·ne·yti·ng
lamination	la·mi·ne·yshn
laming	le·ymi·ng
laminitis	la·mi·nai·ti·s
lam	la·m
lammergeier	la·mɜːjaiu·h
lammergeiers	la·mɜːjaiu·hz
lamming	la·mi·ng
lamp	la·mp
lamplighter	la·mplai·tu·h
lamplight	la·mplai·t
lampooned	la·mpoo·nd
lampooning	la·mpoo·ni·ng
lampoon	la·mpoo·n
lampoons	la·mpoo·nz
lamppost	la·mpo·hst
lampposts	la·mpo·hsts
lamprey	la·mpri
lampreys	la·mpri·z
lampshade	la·mpshe·yd
lampshades	la·mpshe·ydz
lamps	la·mps
lams	la·mz
lanai	la·nai
lanced	la·hnst
lancelet	la·hnse·lu·ht
lance	la·hns
lancer	la·hnsu·h
lancers	la·hnsu·hz
lances	la·hnsi·z
lancet	la·hnsi·t
lancets	la·hnsi·ts
lancing	la·hnsi·ng
landau	la·ndo·w
landaus	la·ndo·ws
landed	la·ndi·d
lander	la·ndu·h
landfall	la·ndfa·wːl
landfill	la·ndfi·l
landfills	la·ndfi·lz
landform	la·ndfa·wːm
landforms	la·ndfa·wːmz
landholder	la·nthHo·hldu·h
landholders	la·nthHo·hldu·hz
landholding	la·nthHo·hldi·ng
landholdings	la·nthHo·hldi·ngz
landing	la·ndi·ng
landings	la·ndi·ngz
landladies	la·ndle·ydi·z
landlady	la·ndle·ydi
land	la·nd
landless	la·ndlu·hs
landlines	la·ndlai·nz
landlocked	la·ndlɒkt
landlord	la·ndla·wːd
landlords	la·ndla·wːdz
landlubber	la·ndlu·hbu·h
landlubbers	la·ndlu·hbu·hz
landmark	la·ndma·hk
landmarks	la·ndma·hks
landmasses	la·ndma·si·z
landmass	la·ndma·s
landmine	la·ndmai·n
landmines	la·ndmai·nz
landowner	la·ndo·hnu·h
landowners	la·ndo·hnu·hz
landowning	la·ndo·wni·ng
landscaped	la·ndske·ypt
landscape	la·ndske·yp
landscaper	la·ndske·ypu·h
landscapers	la·ndske·ypu·hz
landscapes	la·ndske·yps
landscaping	la·ndske·ypi·ng
landscapist	la·ndske·ypi·st
landside	la·ndsai·d
lands	la·ndz
landslide	la·ndslai·d
landslides	la·ndslai·dz
landslip	la·ndsli·p
landslips	la·ndsli·ps
landsman	la·ndzmu·hn
landsmen	la·ndzme·n
landward	la·ndwu·hd
lane	le·yn
lanes	le·ynz
langlauf	la·nggla·wːf
language	la·nggwi·j
languages	la·nggwi·ji·z
langue	la·ng
languid	la·nggwi·d
languidly	la·nggwi·dli
languished	la·nggwi·sht
languishes	la·nggwi·shi·z
languishing	la·nggwi·shi·ng
languish	la·nggwi·sh
languor	la·nggyoou·h
languorous	la·nggyoou·hru·hs
languorously	la·nggyoou·hru·hsli
langur	la·nggu·h
langurs	la·nggu·hz
lank	la·ngk
lanky	la·ngki
lanner	la·nu·h
lanolin	la·nu·hli·n
lantern	la·hntu·hn
lanterns	la·hntu·hnz
lanthanides	la·hnthu·hnai·dz
lanthanum	la·hntha·nu·hm
lanyard	la·nya·hd
lanyards	la·nya·hdz
laparoscope	la·pu·hrɒsko·hp
laparoscopically	la·pu·hru·hskɒpi·kli
laparoscopic	la·pu·hru·hskɒpi·k
laparoscopy	la·pu·hrɒsku·hpi
laparotomy	la·pu·hro·htu·hmi
lapdog	la·pdɒg
lapdogs	la·pdɒgz
lapel	lu·hpe·l
lapels	lu·hpe·lz
lapidary	la·pi·du·hri
lapin	la·pi·n
lapins	la·pi·nz
lap	la·p
lapped	la·pt
lappet	la·pi·t
lapping	la·pi·ng
lapsed	la·psd
lapse	la·ps
lapses	la·psi·z
lapsing	la·psi·ng
laps	la·ps
laptop	la·ptɒp
laptops	la·ptɒps
lapwing	la·pwi·ng
lapwings	la·pwi·ngz
larboard	la·hba·wːd
larcenist	la·hsu·hni·st
larceny	la·hsu·hni
larches	la·hchi·z
larch	la·hch
larded	la·hdi·d
larder	la·hdu·h
larders	la·hdu·hz
larding	la·hdi·ng
lard	la·hd
lardon	la·hdu·hn
lards	la·hdz
lardy	la·hdi
lares	leu·hz
large	la·hj
largely	la·hjli
largeness	la·hjnu·hs
larger	la·hju·h
larges	la·hji·z
largesse	la·hje·s
largess	la·hje·s
largest	la·hju·hst
largish	la·hji·sh
largo	la·hgo·h
lariat	leu·hria·t
lari	la·hri
larked	la·hkt
larking	la·hki·ng
lark	la·hk
larks	la·hks
larkspur	la·hkspa·wː
lar	la·h
larrikin	la·ri·ki·n
larvae	la·hvIy
larval	la·hvu·hl
larva	la·hvu·h
laryngeal	la·ri·njiu·hl
laryngitis	la·ri·njai·ti·s
laryngoscope	la·ri·nggɒsko·hp
larynx	la·ri·ngks
lasagna	lu·hza·nyu·h
lasagnas	lu·hza·nyu·hz
lasagne	lu·hza·nyu·h
lasagnes	la·sa·gni·z
lascar	la·ska·h
lascars	la·ska·hz
lascivious	lu·hsi·viu·hs
lasciviously	lu·hsi·viu·hsli
lasciviousness	lu·hsi·viu·hsnu·hs
laser	le·yzu·h
lasers	le·yzu·hz
lashed	la·sht
lashes	la·shi·z
lashing	la·shi·ng
lashings	la·shi·ngz
lash	la·sh
lasing	le·ysi·ng
lasses	la·si·z
lassie	la·si
lassies	la·si·z
lassitude	la·si·tyoo·d
lass	la·s
lassoed	la·so·hd
lassoes	la·soo·z
lassoing	la·sooi·ng
lasso	la·soo
lassos	la·soo·z
lasted	la·hsti·d
lasting	la·hsti·ng
last	la·hst
lastly	la·hstli
lasts	la·hsts
latched	la·cht
latches	la·chi·z
latching	la·chi·ng
latch	la·ch
latecomer	le·ytku·hmu·h
latecomers	le·ytku·hmu·hz
lated	le·yti·d
lateen	la·tIyn
late	le·yt
lately	le·ytli
latency	le·ytnsi
lateness	le·ytnu·hs
latent	le·ytu·hnt
lateral	la·tu·hru·hl
laterally	la·tu·hru·hli
laterals	la·tu·hru·hlz
laterite	la·tu·hrai·t
later	le·ytu·h
latest	le·ytu·hst
latex	le·yte·ks
lathe	le·yth
lathered	la·hthu·hd
lathering	la·hthu·hri·ng
lathes	le·ythz
lathing	le·ythi·ng
lath	la·hth
laths	la·hths
latino	la·tIyno·h
latitude	la·ti·tyoo·d
latitudes	la·ti·tyoo·dz
latke	la·tk
latkes	la·tks
latrine	lu·htrIyn
latrines	lu·htrIynz
lats	la·ts
latte	la·hte·y
latter	la·tu·h
latterly	la·tu·hli
lattes	la·hte·ys
latticed	la·ti·st
lattice	la·ti·s
lattices	la·ti·si·z
latticework	la·ti·swɜːk
laudable	la·wːdu·hbu·hl
laudanum	la·wːda·nu·hm
